Portugal, Deaths (period 1x1), 	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1951          60               550.69          674.07         1224.76
  1951          61               456.57          522.83          979.40
  1951          62               616.77          706.12         1322.89
  1951          63               591.74          684.08         1275.82
  1951          64               650.81          786.25         1437.06
  1951          65               710.89          780.25         1491.14
  1951          66               732.91          781.24         1514.15
  1951          67               724.91          795.27         1520.18
  1951          68               819.02          870.39         1689.41
  1951          69               719.90          777.23         1497.13
  1951          70              1140.43         1049.67         2190.10
  1951          71               835.04          825.31         1660.35
  1951          72              1078.35          994.58         2072.93
  1951          73              1075.34          979.56         2054.90
  1951          74              1117.39         1003.60         2120.99
  1951          75              1244.55         1033.64         2278.19
  1951          76              1200.50         1010.61         2211.11
  1951          77              1126.41          937.50         2063.91
  1951          78              1243.55          910.45         2154.00
  1951          79               929.16          713.13         1642.29
  1951          80              1304.63          832.33         2136.96
  1951          81               906.13          637.02         1543.15
  1951          82              1042.31          667.07         1709.38
  1951          83               903.12          572.91         1476.03
  1951          84               981.23          528.84         1510.07
  1951          85               875.09          461.73         1336.82
  1951          86               722.91          379.60         1102.51
  1951          87               642.81          313.50          956.31
  1951          88               577.72          288.46          866.18
  1951          89               416.52          155.25          571.77
  1951          90               476.60          176.28          652.88
  1951          91               260.33           99.16          359.49
  1951          92               239.30           89.14          328.44
  1951          93               210.26           57.09          267.35
  1951          94               140.18           45.07          185.25
  1951          95               146.19           36.06          182.25
  1951          96               113.14           31.05          144.19
  1951          97                82.10           29.05          111.15
  1951          98                84.11           27.04          111.15
  1951          99                42.05           14.02           56.07
  1951         100                31.04            9.01           40.05
  1951         101                16.02            1.00           17.02
  1951         102                11.01            2.00           13.01
  1951         103                11.01            2.00           13.01
  1951         104                 7.01            1.00            8.01
  1951         105                 6.01            1.00            7.01
  1951         106                 2.01            0.00            2.01
  1951         107                 2.01            0.00            2.01
  1951         108                 1.00            0.00            1.00
  1951         109                 0.00            0.00            0.00
  1952          60               554.73          616.91         1171.64
  1952          61               385.51          516.76          902.27
  1952          62               523.69          673.00         1196.69
  1952          63               530.70          682.01         1212.71
  1952          64               585.77          667.99         1253.76
  1952          65               702.92          689.01         1391.93
  1952          66               646.85          763.13         1409.98
  1952          67               712.93          808.19         1521.12
  1952          68               810.06          782.16         1592.22
  1952          69               654.86          755.11         1409.97
  1952          70               977.28          846.25         1823.53
  1952          71               774.01          779.15         1553.16
  1952          72               985.29         1002.48         1987.77
  1952          73               932.22          881.30         1813.52
  1952          74              1001.31          932.38         1933.69
  1952          75              1127.47          949.40         2076.87
  1952          76              1060.39          928.37         1988.76
  1952          77              1098.44          934.37         2032.81
  1952          78              1181.55          887.31         2068.86
  1952          79               894.17          639.94         1534.11
  1952          80              1255.65          755.11         2010.76
  1952          81               855.12          599.89         1455.01
  1952          82               996.31          606.90         1603.21
  1952          83               826.08          507.75         1333.83
  1952          84               864.13          495.73         1359.86
  1952          85               868.14          465.69         1333.83
  1952          86               680.90          346.51         1027.41
  1952          87               596.78          297.44          894.22
  1952          88               569.75          270.40          840.15
  1952          89               419.55          166.25          585.80
  1952          90               449.59          171.25          620.84
  1952          91               224.29           80.11          304.40
  1952          92               250.33           92.13          342.46
  1952          93               177.23           72.10          249.33
  1952          94               154.20           46.07          200.27
  1952          95               148.20           30.04          178.24
  1952          96               126.16           24.04          150.20
  1952          97                81.11           19.02          100.13
  1952          98                81.11           23.03          104.14
  1952          99                33.04            8.01           41.05
  1952         100                37.05            3.01           40.06
  1952         101                11.02            5.01           16.03
  1952         102                15.02            2.00           17.02
  1952         103                 6.01            2.00            8.01
  1952         104                 5.01            2.00            7.01
  1952         105                 3.00            2.00            5.00
  1952         106                 1.00            0.00            1.00
  1952         107                 1.00            0.00            1.00
  1952         108                 1.00            0.00            1.00
  1952         109                 0.00            0.00            0.00
  1953          60               525.57          625.94         1151.51
  1953          61               390.42          537.81          928.23
  1953          62               544.59          641.96         1186.55
  1953          63               573.62          695.04         1268.66
  1953          64               595.64          690.04         1285.68
  1953          65               637.69          707.07         1344.76
  1953          66               659.71          783.17         1442.88
  1953          67               711.77          759.14         1470.91
  1953          68               765.83          817.23         1583.06
  1953          69               685.74          764.14         1449.88
  1953          70               949.03          864.29         1813.32
  1953          71               683.74          709.07         1392.81
  1953          72              1024.11          962.44         1986.55
  1953          73               989.07          960.44         1949.51
  1953          74              1044.13          966.45         2010.58
  1953          75              1153.24          976.47         2129.71
  1953          76              1057.14          895.34         1952.48
  1953          77              1127.21          916.37         2043.58
  1953          78              1295.40          892.34         2187.74
  1953          79               973.05          750.13         1723.18
  1953          80              1280.38          831.25         2111.63
  1953          81               889.96          616.93         1506.89
  1953          82              1051.14          644.97         1696.11
  1953          83               888.96          612.92         1501.88
  1953          84               891.96          576.87         1468.83
  1953          85               853.92          428.64         1282.56
  1953          86               749.81          343.51         1093.32
  1953          87               659.71          313.47          973.18
  1953          88               619.67          292.44          912.11
  1953          89               416.45          202.31          618.76
  1953          90               449.48          169.26          618.74
  1953          91               232.25          100.15          332.40
  1953          92               265.29          106.16          371.45
  1953          93               207.22           82.13          289.35
  1953          94               159.17           54.08          213.25
  1953          95               139.15           37.06          176.21
  1953          96                97.11           22.04          119.15
  1953          97                70.08           23.04           93.12
  1953          98                86.09           11.01           97.10
  1953          99                43.05            4.00           47.05
  1953         100                33.04            4.00           37.04
  1953         101                13.02            1.01           14.03
  1953         102                12.02            3.01           15.03
  1953         103                 5.00            2.00            7.00
  1953         104                 4.00            1.01            5.01
  1953         105                 1.00            1.01            2.01
  1953         106                 3.00            1.01            4.01
  1953         107                 3.00            0.00            3.00
  1953         108                 3.00            0.00            3.00
  1953         109                 0.00            0.00            0.00
  1954          60               514.41          583.09         1097.50
  1954          61               375.31          586.09          961.40
  1954          62               527.43          653.22         1180.65
  1954          63               531.43          679.26         1210.69
  1954          64               620.50          764.42         1384.92
  1954          65               665.54          750.40         1415.94
  1954          66               728.59          761.42         1490.01
  1954          67               745.61          774.44         1520.05
  1954          68               809.66          828.54         1638.20
  1954          69               731.60          868.62         1600.22
  1954          70              1017.82          926.73         1944.55
  1954          71               762.62          808.51         1571.13
  1954          72               993.81          992.85         1986.66
  1954          73              1004.82          987.84         1992.66
  1954          74              1052.86          979.83         2032.69
  1954          75              1229.00         1027.92         2256.92
  1954          76              1196.97         1009.89         2206.86
  1954          77              1084.88          943.76         2028.64
  1954          78              1164.95          988.85         2153.80
  1954          79              1080.88          872.63         1953.51
  1954          80              1306.06          844.58         2150.64
  1954          81               868.70          632.18         1500.88
  1954          82              1009.81          690.29         1700.10
  1954          83               913.74          603.12         1516.86
  1954          84               999.81          590.10         1589.91
  1954          85               844.69          427.80         1272.49
  1954          86               753.61          381.72         1135.33
  1954          87               637.52          353.66          991.18
  1954          88               577.47          262.49          839.96
  1954          89               466.38          184.34          650.72
  1954          90               484.39          160.30          644.69
  1954          91               249.20           92.17          341.37
  1954          92               251.20           88.16          339.36
  1954          93               225.18           89.17          314.35
  1954          94               173.14           58.11          231.25
  1954          95               156.13           48.09          204.22
  1954          96               122.10           29.05          151.15
  1954          97                84.07           19.04          103.11
  1954          98                65.05           24.04           89.09
  1954          99                47.04           14.03           61.07
  1954         100                29.02            8.02           37.04
  1954         101                 7.00            1.00            8.00
  1954         102                 9.01            1.00           10.01
  1954         103                 6.00            3.00            9.00
  1954         104                 5.00            3.00            8.00
  1954         105                 4.01            1.00            5.01
  1954         106                 2.00            1.00            3.00
  1954         107                 1.00            0.00            1.00
  1954         108                 1.00            1.00            2.00
  1954         109                 1.00            1.00            2.00
  1955          60               490.42          631.20         1121.62
  1955          61               405.35          593.13          998.48
  1955          62               537.46          733.39         1270.85
  1955          63               523.45          681.30         1204.75
  1955          64               612.52          750.43         1362.95
  1955          65               684.58          728.39         1412.97
  1955          66               727.62          869.66         1597.28
  1955          67               725.62          813.55         1539.17
  1955          68               824.71          917.75         1742.46
  1955          69               797.68          829.58         1627.26
  1955          70              1009.86          967.84         1977.70
  1955          71               801.68          820.56         1622.24
  1955          72               950.81          970.85         1921.66
  1955          73               997.86          930.78         1928.64
  1955          74              1105.95         1026.95         2132.90
  1955          75              1202.02         1004.91         2206.93
  1955          76              1214.03          997.90         2211.93
  1955          77              1195.02         1035.97         2230.99
  1955          78              1255.08         1046.99         2302.07
  1955          79              1153.99          881.68         2035.67
  1955          80              1333.14          870.65         2203.79
  1955          81              1010.87          720.38         1731.25
  1955          82              1140.98          674.28         1815.26
  1955          83               950.81          612.17         1562.98
  1955          84               944.81          580.11         1524.92
  1955          85               959.83          504.96         1464.79
  1955          86               742.63          399.76         1142.39
  1955          87               670.57          331.63         1002.20
  1955          88               590.50          290.56          881.06
  1955          89               432.37          187.36          619.73
  1955          90               462.40          166.32          628.72
  1955          91               290.25          106.20          396.45
  1955          92               254.22           84.16          338.38
  1955          93               210.18           69.13          279.31
  1955          94               164.14           61.11          225.25
  1955          95               152.13           38.08          190.21
  1955          96               100.08           21.04          121.12
  1955          97                86.08           16.03          102.11
  1955          98                73.06           11.02           84.08
  1955          99                33.03            5.01           38.04
  1955         100                33.03            4.01           37.04
  1955         101                 9.01            0.00            9.01
  1955         102                15.01            2.00           17.01
  1955         103                11.01            3.01           14.02
  1955         104                 6.01            0.00            6.01
  1955         105                 8.00            3.01           11.01
  1955         106                 0.00            0.00            0.00
  1955         107                 1.00            0.00            1.00
  1955         108                 2.01            0.00            2.01
  1955         109                 3.00            0.00            3.00
  1956          60               517.26          706.88         1224.14
  1956          61               498.24          654.82         1153.06
  1956          62               533.26          728.91         1262.17
  1956          63               657.32          824.02         1481.34
  1956          64               662.32          804.01         1466.33
  1956          65               713.34          848.06         1561.40
  1956          66               786.38          924.15         1710.53
  1956          67               796.39          861.07         1657.46
  1956          68               917.45         1002.25         1919.70
  1956          69               872.42          974.21         1846.63
  1956          70              1193.58         1099.37         2292.95
  1956          71               978.48          949.19         1927.67
  1956          72              1137.55         1132.41         2269.96
  1956          73              1152.56         1108.38         2260.94
  1956          74              1249.61         1155.44         2405.05
  1956          75              1457.71         1226.53         2684.24
  1956          76              1381.67         1088.36         2470.03
  1956          77              1323.64         1162.45         2486.09
  1956          78              1470.72         1197.50         2668.22
  1956          79              1267.62          955.19         2222.81
  1956          80              1688.83         1082.35         2771.18
  1956          81              1285.63          857.07         2142.70
  1956          82              1382.68          871.09         2253.77
  1956          83              1153.56          764.95         1918.51
  1956          84              1133.55          693.87         1827.42
  1956          85              1071.52          604.76         1676.28
  1956          86               892.44          487.61         1380.05
  1956          87               767.38          377.48         1144.86
  1956          88               750.36          310.38         1060.74
  1956          89               538.26          240.30          778.56
  1956          90               545.27          203.25          748.52
  1956          91               335.16          129.16          464.32
  1956          92               332.16           95.12          427.28
  1956          93               239.12           93.11          332.23
  1956          94               204.09           57.07          261.16
  1956          95               193.10           43.06          236.16
  1956          96               137.07           30.04          167.11
  1956          97               102.05           21.02          123.07
  1956          98                84.04           19.03          103.07
  1956          99                32.02           13.02           45.04
  1956         100                28.02            6.01           34.03
  1956         101                15.01            1.00           16.01
  1956         102                13.01            2.00           15.01
  1956         103                 4.00            0.00            4.00
  1956         104                 8.01            0.00            8.01
  1956         105                 3.01            1.00            4.01
  1956         106                 2.00            0.00            2.00
  1956         107                 1.00            1.00            2.00
  1956         108                 3.01            0.00            3.01
  1956         109                 1.00            0.00            1.00
  1957          60               467.18          688.66         1155.84
  1957          61               395.15          597.56          992.71
  1957          62               537.21          664.63         1201.84
  1957          63               497.19          724.69         1221.88
  1957          64               654.25          796.76         1451.01
  1957          65               654.24          758.72         1412.96
  1957          66               790.30          811.77         1602.07
  1957          67               776.29          874.83         1651.12
  1957          68               899.34          939.89         1839.23
  1957          69               804.31          919.87         1724.18
  1957          70              1087.41         1055.00         2142.41
  1957          71               902.35          932.88         1835.23
  1957          72              1122.43         1033.98         2156.41
  1957          73              1082.41         1028.97         2111.38
  1957          74              1181.45         1014.96         2196.41
  1957          75              1206.46         1027.98         2234.44
  1957          76              1245.48         1078.02         2323.50
  1957          77              1212.46         1048.99         2261.45
  1957          78              1322.50          985.94         2308.44
  1957          79              1193.46          894.85         2088.31
  1957          80              1373.52          926.88         2300.40
  1957          81              1050.39          784.75         1835.14
  1957          82              1189.45          832.79         2022.24
  1957          83              1069.41          627.60         1697.01
  1957          84              1024.39          530.50         1554.89
  1957          85               917.35          519.50         1436.85
  1957          86               821.31          384.36         1205.67
  1957          87               699.27          346.32         1045.59
  1957          88               620.23          293.28          913.51
  1957          89               464.18          207.20          671.38
  1957          90               433.16          159.15          592.31
  1957          91               277.10          114.10          391.20
  1957          92               257.10           92.09          349.19
  1957          93               203.07           63.06          266.13
  1957          94               152.06           44.04          196.10
  1957          95               144.06           35.03          179.09
  1957          96                94.04           24.02          118.06
  1957          97                87.03           10.01           97.04
  1957          98                64.03           15.01           79.04
  1957          99                23.01           10.01           33.02
  1957         100                25.01            4.01           29.02
  1957         101                 9.00            1.00           10.00
  1957         102                 7.01            1.00            8.01
  1957         103                 6.00            1.00            7.00
  1957         104                 2.00            1.00            3.00
  1957         105                 2.00            1.00            3.00
  1957         106                 3.00            0.00            3.00
  1957         107                 1.00            0.00            1.00
  1957         108                 3.00            0.00            3.00
  1957         109                 1.00            0.00            1.00
  1958          60               448.14          576.66         1024.80
  1958          61               373.11          579.65          952.76
  1958          62               477.15          668.76         1145.91
  1958          63               533.17          670.76         1203.93
  1958          64               558.17          657.74         1215.91
  1958          65               597.18          763.86         1361.04
  1958          66               658.21          764.86         1423.07
  1958          67               719.22          784.89         1504.11
  1958          68               718.22          844.96         1563.18
  1958          69               749.23          833.94         1583.17
  1958          70               861.27          928.05         1789.32
  1958          71               832.26          890.01         1722.27
  1958          72               958.30          943.07         1901.37
  1958          73               972.30          922.04         1894.34
  1958          74              1001.31          930.05         1931.36
  1958          75              1138.35          913.04         2051.39
  1958          76              1093.34          861.98         1955.32
  1958          77              1118.35         1003.14         2121.49
  1958          78              1268.40          955.08         2223.48
  1958          79              1032.32          839.95         1872.27
  1958          80              1328.41          809.92         2138.33
  1958          81               951.29          681.77         1633.06
  1958          82              1110.35          705.80         1816.15
  1958          83               986.30          646.74         1633.04
  1958          84               963.30          554.63         1517.93
  1958          85               847.27          450.51         1297.78
  1958          86               757.24          395.45         1152.69
  1958          87               626.19          284.32          910.51
  1958          88               591.18          260.29          851.47
  1958          89               442.14          177.20          619.34
  1958          90               418.13          166.19          584.32
  1958          91               271.09          102.12          373.21
  1958          92               247.08           77.09          324.17
  1958          93               175.05           74.08          249.13
  1958          94               153.05           42.05          195.10
  1958          95               108.04           25.02          133.06
  1958          96               102.03           18.02          120.05
  1958          97                76.03           26.03          102.06
  1958          98                56.02           14.01           70.03
  1958          99                18.00            7.01           25.01
  1958         100                16.00            4.01           20.01
  1958         101                 8.00            0.00            8.00
  1958         102                 8.00            3.00           11.00
  1958         103                 3.00            0.00            3.00
  1958         104                 3.00            0.00            3.00
  1958         105                 1.00            1.00            2.00
  1958         106                 2.00            0.00            2.00
  1958         107                 0.00            0.00            0.00
  1958         108                 1.00            0.00            1.00
  1958         109                 1.00            0.00            1.00
  1959          60               424.11          649.47         1073.58
  1959          61               399.10          623.45         1022.55
  1959          62               482.12          678.49         1160.61
  1959          63               469.12          710.51         1179.63
  1959          64               554.14          714.52         1268.66
  1959          65               586.14          760.55         1346.69
  1959          66               635.16          822.59         1457.75
  1959          67               688.17          812.58         1500.75
  1959          68               787.19          916.66         1703.85
  1959          69               798.20          887.64         1685.84
  1959          70               923.23          960.70         1883.93
  1959          71               838.21          923.66         1761.87
  1959          72              1033.25          986.71         2019.96
  1959          73              1095.28         1080.78         2176.06
  1959          74              1172.29         1022.74         2195.03
  1959          75              1194.30         1049.76         2244.06
  1959          76              1221.30          986.71         2208.01
  1959          77              1172.29         1009.73         2182.02
  1959          78              1292.33          985.72         2278.05
  1959          79              1153.29          956.69         2109.98
  1959          80              1303.32          862.62         2165.94
  1959          81              1129.29          755.54         1884.83
  1959          82              1245.32          821.59         2066.91
  1959          83              1119.28          674.49         1793.77
  1959          84              1058.26          634.46         1692.72
  1959          85              1030.26          541.39         1571.65
  1959          86               888.23          405.30         1293.53
  1959          87               716.18          343.25         1059.43
  1959          88               636.16          311.22          947.38
  1959          89               504.13          231.17          735.30
  1959          90               439.11          181.13          620.24
  1959          91               326.08          126.09          452.17
  1959          92               270.07          107.07          377.14
  1959          93               242.07           78.05          320.12
  1959          94               168.04           46.03          214.07
  1959          95               118.03           34.03          152.06
  1959          96               101.03           30.02          131.05
  1959          97                73.01           17.01           90.02
  1959          98                52.01           17.01           69.02
  1959          99                30.01            4.01           34.02
  1959         100                21.00            1.00           22.00
  1959         101                 8.00            1.00            9.00
  1959         102                 7.00            1.00            8.00
  1959         103                 5.00            0.00            5.00
  1959         104                 3.00            0.00            3.00
  1959         105                 2.00            0.00            2.00
  1959         106                 1.00            0.00            1.00
  1959         107                 0.00            0.00            0.00
  1959         108                 0.00            0.00            0.00
  1959         109                 0.00            0.00            0.00
  1960          60               477.26          670.80         1148.06
  1960          61               397.21          629.76         1026.97
  1960          62               460.25          668.81         1129.06
  1960          63               536.28          724.87         1261.15
  1960          64               561.30          748.90         1310.20
  1960          65               579.31          751.90         1331.21
  1960          66               632.34          847.02         1479.36
  1960          67               750.40          866.05         1616.45
  1960          68               798.43          877.06         1675.49
  1960          69               870.46          838.01         1708.47
  1960          70               965.52         1033.24         1998.76
  1960          71               925.50          993.20         1918.70
  1960          72              1112.59         1012.22         2124.81
  1960          73              1063.57         1099.32         2162.89
  1960          74              1135.61         1041.25         2176.86
  1960          75              1174.63         1026.23         2200.86
  1960          76              1187.63         1053.27         2240.90
  1960          77              1259.68         1001.20         2260.88
  1960          78              1367.73          979.18         2346.91
  1960          79              1278.69          986.18         2264.87
  1960          80              1378.73          981.18         2359.91
  1960          81              1239.67          805.97         2045.64
  1960          82              1227.65          829.99         2057.64
  1960          83              1131.60          731.88         1863.48
  1960          84              1159.62          648.78         1808.40
  1960          85              1077.57          615.74         1693.31
  1960          86               916.49          460.56         1377.05
  1960          87               795.43          361.43         1156.86
  1960          88               662.35          304.37          966.72
  1960          89               551.29          248.30          799.59
  1960          90               478.25          166.20          644.45
  1960          91               351.19          122.15          473.34
  1960          92               281.15           96.11          377.26
  1960          93               199.11           73.09          272.20
  1960          94               151.08           44.05          195.13
  1960          95               123.06           29.03          152.09
  1960          96                82.05           14.01           96.06
  1960          97                54.03           15.02           69.05
  1960          98                46.03            8.01           54.04
  1960          99                24.02            6.01           30.03
  1960         100                13.01            3.00           16.01
  1960         101                 9.01            1.00           10.01
  1960         102                 6.00            0.00            6.00
  1960         103                 4.00            1.00            5.00
  1960         104                 1.00            2.01            3.01
  1960         105                 3.00            1.00            4.00
  1960         106                 1.00            0.00            1.00
  1960         107                 0.00            0.00            0.00
  1960         108                 1.00            0.00            1.00
  1960         109                 1.00            0.00            1.00
  1961          60               493.18          731.54         1224.72
  1961          61               498.18          674.51         1172.69
  1961          62               494.18          702.52         1196.70
  1961          63               500.19          749.56         1249.75
  1961          64               574.21          741.55         1315.76
  1961          65               608.22          781.58         1389.80
  1961          66               656.24          803.61         1459.85
  1961          67               665.24          822.62         1487.86
  1961          68               821.30          918.69         1739.99
  1961          69               764.29          896.68         1660.97
  1961          70               883.33          984.74         1868.07
  1961          71               909.34          966.72         1876.06
  1961          72              1093.40         1016.76         2110.16
  1961          73              1093.41         1009.75         2103.16
  1961          74              1189.44         1049.78         2239.22
  1961          75              1225.45         1076.80         2302.25
  1961          76              1240.46         1068.80         2309.26
  1961          77              1246.46         1023.77         2270.23
  1961          78              1331.49         1000.75         2332.24
  1961          79              1224.45         1000.75         2225.20
  1961          80              1382.51          950.71         2333.22
  1961          81              1170.43          857.64         2028.07
  1961          82              1246.46          736.55         1983.01
  1961          83              1127.42          710.53         1837.95
  1961          84              1110.41          629.47         1739.88
  1961          85              1025.37          559.41         1584.78
  1961          86               883.32          463.35         1346.67
  1961          87               757.28          363.27         1120.55
  1961          88               679.25          307.23          986.48
  1961          89               548.21          220.16          768.37
  1961          90               447.17          154.12          601.29
  1961          91               340.12          130.10          470.22
  1961          92               261.10           99.08          360.18
  1961          93               200.07           74.05          274.12
  1961          94               144.05           39.02          183.07
  1961          95               110.04           33.03          143.07
  1961          96                79.03           28.02          107.05
  1961          97                74.03           14.01           88.04
  1961          98                40.02            6.00           46.02
  1961          99                26.01            8.01           34.02
  1961         100                16.01            6.01           22.02
  1961         101                12.01            3.00           15.01
  1961         102                 8.01            1.00            9.01
  1961         103                 1.00            0.00            1.00
  1961         104                 0.00            1.00            1.00
  1961         105                 1.00            0.00            1.00
  1961         106                 1.00            1.00            2.00
  1961         107                 1.00            0.00            1.00
  1961         108                 1.00            0.00            1.00
  1961         109                 0.00            0.00            0.00
  1962          60               454.17          671.45         1125.62
  1962          61               480.17          707.47         1187.64
  1962          62               508.18          797.53         1305.71
  1962          63               539.19          777.52         1316.71
  1962          64               590.22          784.53         1374.75
  1962          65               597.22          814.54         1411.76
  1962          66               672.24          798.53         1470.77
  1962          67               740.27          875.58         1615.85
  1962          68               765.27          902.60         1667.87
  1962          69               802.28          964.64         1766.92
  1962          70               956.35          976.64         1932.99
  1962          71               906.32          960.64         1866.96
  1962          72              1067.39         1050.70         2118.09
  1962          73              1128.41         1047.69         2176.10
  1962          74              1184.43         1073.71         2258.14
  1962          75              1225.44         1062.70         2288.14
  1962          76              1281.46         1060.71         2342.17
  1962          77              1286.47          969.64         2256.11
  1962          78              1311.47         1049.70         2361.17
  1962          79              1195.43          980.65         2176.08
  1962          80              1297.47          909.60         2207.07
  1962          81              1174.42          936.62         2111.04
  1962          82              1206.43          823.54         2029.97
  1962          83              1147.42          761.51         1908.93
  1962          84              1137.41          658.44         1795.85
  1962          85              1047.38          604.40         1651.78
  1962          86               931.34          480.32         1411.66
  1962          87               775.28          408.27         1183.55
  1962          88               702.26          280.18          982.44
  1962          89               617.22          226.15          843.37
  1962          90               416.15          174.12          590.27
  1962          91               353.13          141.09          494.22
  1962          92               266.10           95.06          361.16
  1962          93               177.07           73.05          250.12
  1962          94               159.06           42.02          201.08
  1962          95               129.05           35.02          164.07
  1962          96                82.03           18.01          100.04
  1962          97                52.02           11.01           63.03
  1962          98                53.02            5.00           58.02
  1962          99                29.01            8.01           37.02
  1962         100                20.00            2.00           22.00
  1962         101                17.00            1.00           18.00
  1962         102                 6.00            0.00            6.00
  1962         103                 5.00            2.00            7.00
  1962         104                 1.00            0.00            1.00
  1962         105                 1.00            0.00            1.00
  1962         106                 1.00            0.00            1.00
  1962         107                 1.00            0.00            1.00
  1962         108                 0.00            0.00            0.00
  1962         109                 0.00            0.00            0.00
  1963          60               455.29          730.67         1185.96
  1963          61               493.32          689.64         1182.96
  1963          62               549.35          835.77         1385.12
  1963          63               528.35          782.71         1311.06
  1963          64               575.38          749.68         1325.06
  1963          65               613.39          850.78         1464.17
  1963          66               631.41          871.80         1503.21
  1963          67               703.46          926.85         1630.31
  1963          68               767.50          944.86         1712.36
  1963          69               804.52          979.90         1784.42
  1963          70               996.65         1157.06         2153.71
  1963          71               943.62         1074.99         2018.61
  1963          72              1080.70         1117.03         2197.73
  1963          73              1192.77         1174.08         2366.85
  1963          74              1236.80         1165.07         2401.87
  1963          75              1304.85         1193.09         2497.94
