Portugal, Deaths (period 1x1), 	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1964          73              1124.66         1109.12         2233.78
  1964          74              1235.73         1190.20         2425.93
  1964          75              1277.75         1173.19         2450.94
  1964          76              1325.78         1122.13         2447.91
  1964          77              1365.81         1145.16         2510.97
  1964          78              1411.83         1070.09         2481.92
  1964          79              1317.78         1001.01         2318.79
  1964          80              1376.82          961.98         2338.80
  1964          81              1323.78          918.93         2242.71
  1964          82              1320.78          826.84         2147.62
  1964          83              1254.74          742.75         1997.49
  1964          84              1103.65          634.64         1738.29
  1964          85              1098.65          610.62         1709.27
  1964          86               984.58          503.51         1488.09
  1964          87               819.49          414.42         1233.91
  1964          88               789.47          358.36         1147.83
  1964          89               628.38          254.26          882.64
  1964          90               486.29          223.22          709.51
  1964          91               341.20          131.13          472.33
  1964          92               286.17           93.09          379.26
  1964          93               245.14           73.08          318.22
  1964          94               181.11           46.05          227.16
  1964          95               123.07           25.03          148.10
  1964          96                93.05           28.03          121.08
  1964          97                56.04            9.01           65.05
  1964          98                40.03            6.01           46.04
  1964          99                19.01            1.00           20.01
  1964         100                13.00            5.00           18.00
  1964         101                 8.01            2.01           10.02
  1964         102                 4.00            3.01            7.01
  1964         103                 4.00            0.00            4.00
  1964         104                 0.00            1.00            1.00
  1964         105                 2.00            0.00            2.00
  1964         106                 0.00            2.01            2.01
  1964         107                 0.00            0.00            0.00
  1964         108                 0.00            0.00            0.00
  1964         109                 0.00            0.00            0.00
  1965          60               461.15          731.59         1192.74
  1965          61               470.15          738.59         1208.74
  1965          62               507.16          810.65         1317.81
  1965          63               578.19          795.63         1373.82
  1965          64               616.20          924.73         1540.93
  1965          65               698.22          896.71         1594.93
  1965          66               679.22          884.71         1563.93
  1965          67               696.22          954.76         1650.98
  1965          68               848.27          956.76         1805.03
  1965          69               762.25          957.77         1720.02
  1965          70               946.31         1008.80         1955.11
  1965          71               988.32         1056.85         2045.17
  1965          72              1085.36         1150.92         2236.28
  1965          73              1190.39         1089.87         2280.26
  1965          74              1242.40         1166.93         2409.33
  1965          75              1299.42         1148.92         2448.34
  1965          76              1360.45         1178.94         2539.39
  1965          77              1351.44         1175.93         2527.37
  1965          78              1397.45         1116.89         2514.34
  1965          79              1365.45         1048.84         2414.29
  1965          80              1466.47         1014.81         2481.28
  1965          81              1322.43          887.71         2210.14
  1965          82              1314.42          843.68         2158.10
  1965          83              1269.42          774.61         2044.03
  1965          84              1199.39          760.61         1960.00
  1965          85              1106.35          629.50         1735.85
  1965          86               999.32          526.42         1525.74
  1965          87               870.28          435.34         1305.62
  1965          88               728.24          364.29         1092.53
  1965          89               596.19          266.21          862.40
  1965          90               513.16          259.21          772.37
  1965          91               424.14          148.12          572.26
  1965          92               326.11          112.09          438.20
  1965          93               220.07           72.06          292.13
  1965          94               170.05           54.04          224.09
  1965          95               143.04           37.03          180.07
  1965          96                78.03           18.02           96.05
  1965          97                61.02           15.01           76.03
  1965          98                21.00           10.01           31.01
  1965          99                28.01            3.00           31.01
  1965         100                22.01            5.00           27.01
  1965         101                14.01            2.00           16.01
  1965         102                 7.00            1.00            8.00
  1965         103                 2.00            1.00            3.00
  1965         104                 0.00            0.00            0.00
  1965         105                 0.00            0.00            0.00
  1965         106                 3.00            0.00            3.00
  1965         107                 1.00            0.00            1.00
  1965         108                 1.00            0.00            1.00
  1965         109                 0.00            0.00            0.00
  1966          60               493.27          830.66         1323.93
  1966          61               522.28          799.64         1321.92
  1966          62               585.32          898.72         1484.04
  1966          63               626.33          903.72         1530.05
  1966          64               668.35          956.77         1625.12
  1966          65               716.38         1003.80         1720.18
  1966          66               767.42         1000.80         1768.22
  1966          67               757.41         1044.83         1802.24
  1966          68               827.45         1053.83         1881.28
  1966          69               889.48          998.79         1888.27
  1966          70               959.51         1103.88         2063.39
  1966          71              1010.54         1034.82         2045.36
  1966          72              1153.62         1196.95         2350.57
  1966          73              1278.68         1225.97         2504.65
  1966          74              1388.75         1194.95         2583.70
  1966          75              1390.75         1281.02         2671.77
  1966          76              1403.75         1188.94         2592.69
  1966          77              1465.79         1257.00         2722.79
  1966          78              1540.82         1274.02         2814.84
  1966          79              1458.78         1097.88         2556.66
  1966          80              1549.83         1051.84         2601.67
  1966          81              1350.72         1009.81         2360.53
  1966          82              1451.78          957.76         2409.54
  1966          83              1321.70          843.67         2165.37
  1966          84              1295.69          740.59         2036.28
  1966          85              1166.63          660.53         1827.16
  1966          86              1062.57          507.41         1569.98
  1966          87               936.50          477.38         1413.88
  1966          88               794.42          405.33         1199.75
  1966          89               707.38          304.25         1011.63
  1966          90               543.29          238.19          781.48
  1966          91               411.22          201.16          612.38
  1966          92               357.19          101.08          458.27
  1966          93               232.12           87.07          319.19
  1966          94               190.10           53.04          243.14
  1966          95               154.08           34.03          188.11
  1966          96               109.06           23.01          132.07
  1966          97                76.04           12.01           88.05
  1966          98                56.03           14.01           70.04
  1966          99                30.01            7.01           37.02
  1966         100                21.02            4.01           25.03
  1966         101                 8.01            3.01           11.02
  1966         102                 9.01            0.00            9.01
  1966         103                 6.00            0.00            6.00
  1966         104                 5.00            1.00            6.00
  1966         105                 3.01            0.00            3.01
  1966         106                 0.00            0.00            0.00
  1966         107                 2.00            0.00            2.00
  1966         108                 0.00            0.00            0.00
  1966         109                 0.00            0.00            0.00
  1967          60               489.22          760.74         1249.96
  1967          61               488.22          799.78         1288.00
  1967          62               589.27          809.79         1399.06
  1967          63               637.29          919.90         1557.19
  1967          64               633.29          935.91         1569.20
  1967          65               666.30          885.86         1552.16
  1967          66               760.34         1052.02         1812.36
  1967          67               853.38         1027.00         1880.38
  1967          68               821.37         1008.98         1830.35
  1967          69               884.40         1042.02         1926.42
  1967          70               961.43         1096.07         2057.50
  1967          71               904.40         1055.03         1959.43
  1967          72              1106.49         1130.10         2236.59
  1967          73              1173.53         1168.14         2341.67
  1967          74              1209.55         1226.19         2435.74
  1967          75              1331.60         1204.18         2535.78
  1967          76              1447.65         1169.14         2616.79
  1967          77              1383.62         1130.10         2513.72
  1967          78              1455.66         1163.13         2618.79
  1967          79              1452.66         1085.06         2537.72
  1967          80              1546.69         1098.07         2644.76
  1967          81              1374.62          981.96         2356.58
  1967          82              1289.58          890.87         2180.45
  1967          83              1348.60          833.81         2182.41
  1967          84              1240.56          707.69         1948.25
  1967          85              1088.49          613.60         1702.09
  1967          86              1028.46          551.54         1580.00
  1967          87               897.41          416.40         1313.81
  1967          88               798.36          356.34         1154.70
  1967          89               715.32          305.30         1020.62
  1967          90               564.26          224.22          788.48
  1967          91               470.22          180.17          650.39
  1967          92               375.16          140.14          515.30
  1967          93               254.12           81.08          335.20
  1967          94               198.09           50.05          248.14
  1967          95               142.06           37.04          179.10
  1967          96               111.05           24.03          135.08
  1967          97                69.03           12.01           81.04
  1967          98                56.03           10.01           66.04
  1967          99                26.01            5.00           31.01
  1967         100                23.01            3.00           26.01
  1967         101                 8.00            0.00            8.00
  1967         102                 5.01            1.00            6.01
  1967         103                 1.00            1.00            2.00
  1967         104                 2.00            2.00            4.00
  1967         105                 3.00            0.00            3.00
  1967         106                 0.00            0.00            0.00
  1967         107                 1.00            0.00            1.00
  1967         108                 2.00            0.00            2.00
  1967         109                 0.00            0.00            0.00
  1968          60               566.21          767.73         1333.94
  1968          61               487.18          808.77         1295.95
  1968          62               554.20          794.76         1348.96
  1968          63               570.21          867.83         1438.04
  1968          64               648.23          910.87         1559.10
  1968          65               681.25          961.91         1643.16
  1968          66               716.27          902.86         1619.13
  1968          67               755.27         1062.01         1817.28
  1968          68               922.34         1063.02         1985.36
  1968          69               861.32         1081.03         1942.35
  1968          70               985.36         1122.07         2107.43
  1968          71               969.35         1118.06         2087.41
  1968          72              1131.42         1126.07         2257.49
  1968          73              1147.42         1106.05         2253.47
  1968          74              1305.48         1182.12         2487.60
  1968          75              1341.49         1177.12         2518.61
  1968          76              1327.49         1169.11         2496.60
  1968          77              1419.53         1188.13         2607.66
  1968          78              1505.56         1102.05         2607.61
  1968          79              1461.54         1109.05         2570.59
  1968          80              1480.54         1063.01         2543.55
  1968          81              1440.53          949.90         2390.43
  1968          82              1499.55          918.87         2418.42
  1968          83              1343.49          864.83         2208.32
  1968          84              1237.46          693.66         1931.12
  1968          85              1148.43          667.64         1816.07
  1968          86              1025.38          572.54         1597.92
  1968          87               968.36          473.45         1441.81
  1968          88               803.29          411.39         1214.68
  1968          89               680.25          288.28          968.53
  1968          90               491.18          226.22          717.40
  1968          91               407.15          162.15          569.30
  1968          92               348.13          109.10          457.23
  1968          93               284.10           82.08          366.18
  1968          94               219.08           52.05          271.13
  1968          95               131.05           44.05          175.10
  1968          96                91.03           20.02          111.05
  1968          97                66.02           18.02           84.04
  1968          98                42.02            7.01           49.03
  1968          99                23.01            8.01           31.02
  1968         100                19.01            5.01           24.02
  1968         101                17.01            1.00           18.01
  1968         102                 2.01            1.00            3.01
  1968         103                 7.00            0.00            7.00
  1968         104                 1.00            1.00            2.00
  1968         105                 3.00            0.00            3.00
  1968         106                 0.00            0.00            0.00
  1968         107                 1.00            0.00            1.00
  1968         108                 0.00            0.00            0.00
  1968         109                 0.00            0.00            0.00
  1969          60               563.35          872.86         1436.21
  1969          61               482.30          862.85         1345.15
  1969          62               583.37          929.92         1513.29
  1969          63               671.42          966.96         1638.38
  1969          64               674.42         1025.01         1699.43
  1969          65               819.51         1083.07         1902.58
  1969          66               863.54         1142.13         2005.67
  1969          67               835.52         1115.10         1950.62
  1969          68               997.63         1234.22         2231.85
  1969          69              1050.65         1265.25         2315.90
  1969          70              1045.66         1300.29         2345.95
  1969          71              1088.68         1255.24         2343.92
  1969          72              1254.79         1261.25         2516.04
  1969          73              1266.79         1246.23         2513.02
  1969          74              1409.89         1325.31         2735.20
  1969          75              1474.92         1300.29         2775.21
  1969          76              1591.00         1361.34         2952.34
  1969          77              1535.96         1269.26         2805.22
  1969          78              1686.06         1330.32         3016.38
  1969          79              1677.05         1200.19         2877.24
  1969          80              1662.05         1236.22         2898.27
  1969          81              1607.01         1100.09         2707.10
  1969          82              1535.97         1054.04         2590.01
  1969          83              1423.89          923.91         2347.80
  1969          84              1434.90          775.77         2210.67
  1969          85              1323.83          666.66         1990.49
  1969          86              1122.70          590.58         1713.28
  1969          87               956.60          531.52         1488.12
  1969          88               902.56          421.42         1323.98
  1969          89               768.48          359.35         1127.83
  1969          90               594.37          264.26          858.63
  1969          91               464.29          192.19          656.48
  1969          92               398.25          140.13          538.38
  1969          93               270.17           95.09          365.26
  1969          94               234.15           68.07          302.22
  1969          95               183.11           41.04          224.15
  1969          96               128.08           25.02          153.10
  1969          97                79.05           15.01           94.06
  1969          98                62.04            9.01           71.05
  1969          99                28.02            7.01           35.03
  1969         100                20.02            3.00           23.02
  1969         101                11.00            0.00           11.00
  1969         102                11.00            2.00           13.00
  1969         103                 1.00            0.00            1.00
  1969         104                 2.00            1.00            3.00
  1969         105                 1.00            0.00            1.00
  1969         106                 0.00            0.00            0.00
  1969         107                 2.00            0.00            2.00
  1969         108                 0.00            0.00            0.00
  1969         109                 0.00            0.00            0.00
  1970          60               517.28          779.69         1296.97
  1970          61               510.28          768.69         1278.97
  1970          62               514.29          839.75         1354.04
  1970          63               611.34          949.84         1561.18
  1970          64               615.34          972.86         1588.20
  1970          65               662.36          948.84         1611.20
  1970          66               766.42          923.82         1690.24
  1970          67               779.43         1067.94         1847.37
  1970          68               841.46         1113.98         1955.44
  1970          69               969.53         1207.07         2176.60
  1970          70              1035.57         1179.05         2214.62
  1970          71              1051.57         1136.01         2187.58
  1970          72              1112.61         1218.08         2330.69
  1970          73              1190.65         1186.05         2376.70
  1970          74              1268.70         1159.03         2427.73
  1970          75              1367.75         1213.08         2580.83
  1970          76              1325.72         1152.02         2477.74
  1970          77              1475.81         1254.11         2729.92
  1970          78              1518.83         1159.03         2677.86
  1970          79              1524.83         1124.00         2648.83
  1970          80              1498.82         1119.00         2617.82
  1970          81              1488.82         1034.92         2523.74
  1970          82              1444.79          972.87         2417.66
  1970          83              1427.78          862.77         2290.55
  1970          84              1282.70          787.70         2070.40
  1970          85              1172.64          657.58         1830.22
  1970          86              1091.59          519.46         1611.05
  1970          87               926.51          441.39         1367.90
  1970          88               866.47          374.33         1240.80
  1970          89               733.41          293.26         1026.67
  1970          90               572.32          227.20          799.52
  1970          91               406.22          156.14          562.36
  1970          92               358.20          128.11          486.31
  1970          93               293.16           96.08          389.24
  1970          94               198.11           70.06          268.17
  1970          95               166.09           47.04          213.13
  1970          96                95.05           27.03          122.08
  1970          97                88.05           16.02          104.07
  1970          98                48.03           11.01           59.04
  1970          99                34.01            6.01           40.02
  1970         100                12.00            6.00           18.00
  1970         101                16.01            0.00           16.01
  1970         102                 4.00            0.00            4.00
  1970         103                 3.00            0.00            3.00
  1970         104                 3.00            1.00            4.00
  1970         105                 1.00            0.00            1.00
  1970         106                 3.00            0.00            3.00
  1970         107                 1.00            0.00            1.00
  1970         108                 1.00            0.00            1.00
  1970         109                 0.00            0.00            0.00
  1971          60               518.21          891.06         1409.27
  1971          61               522.21          838.00         1360.21
  1971          62               575.24          923.10         1498.34
  1971          63               625.26          991.18         1616.44
  1971          64               711.29          981.17         1692.46
  1971          65               788.32         1046.24         1834.56
  1971          66               780.33         1044.24         1824.57
  1971          67               893.37         1173.39         2066.76
  1971          68               949.39         1294.53         2243.92
  1971          69              1021.42         1189.41         2210.83
  1971          70              1143.48         1282.52         2426.00
  1971          71              1150.48         1277.52         2428.00
  1971          72              1187.49         1301.55         2489.04
  1971          73              1238.51         1282.52         2521.03
  1971          74              1356.56         1302.55         2659.11
  1971          75              1448.60         1307.55         2756.15
  1971          76              1466.61         1275.52         2742.13
  1971          77              1484.62         1308.56         2793.18
  1971          78              1609.66         1337.59         2947.25
  1971          79              1495.62         1229.46         2725.08
  1971          80              1664.70         1209.44         2874.14
  1971          81              1560.65         1076.28         2636.93
  1971          82              1551.65         1034.23         2585.88
  1971          83              1478.61          920.09         2398.70
  1971          84              1465.60          840.00         2305.60
  1971          85              1294.54          706.84         2001.38
  1971          86              1172.49          601.72         1774.21
  1971          87              1038.43          494.59         1533.02
  1971          88               924.38          413.49         1337.87
  1971          89               742.31          358.43         1100.74
  1971          90               602.25          247.30          849.55
  1971          91               510.21          199.23          709.44
  1971          92               390.17          155.18          545.35
  1971          93               317.13           81.10          398.23
  1971          94               219.09           71.09          290.18
  1971          95               164.06           52.07          216.13
  1971          96               133.06           27.04          160.10
  1971          97                98.04           14.02          112.06
  1971          98                48.02           11.01           59.03
  1971          99                40.02            5.01           45.03
  1971         100                26.02            2.00           28.02
  1971         101                12.01            3.00           15.01
  1971         102                 9.00            3.00           12.00
  1971         103                 4.00            2.00            6.00
  1971         104                 3.00            0.00            3.00
  1971         105                 1.00            0.00            1.00
  1971         106                 1.00            0.00            1.00
  1971         107                 0.00            0.00            0.00
  1971         108                 0.00            0.00            0.00
  1971         109                 1.00            0.00            1.00
  1972          60               455.37          796.38         1251.75
  1972          61               528.43          839.46         1367.89
  1972          62               546.44          927.61         1474.05
  1972          63               602.49          908.58         1511.07
  1972          64               644.53          985.71         1630.24
  1972          65               726.59          969.69         1696.28
  1972          66               742.60         1003.74         1746.34
  1972          67               812.66         1053.83         1866.49
  1972          68               885.72         1140.98         2026.70
  1972          69               997.81         1168.03         2165.84
  1972          70              1020.83         1184.06         2204.89
  1972          71              1131.92         1214.11         2346.03
  1972          72              1127.92         1238.15         2366.07
  1972          73              1182.96         1234.14         2417.10
  1972          74              1303.06         1201.09         2504.15
  1972          75              1371.12         1259.19         2630.31
  1972          76              1310.06         1084.89         2394.95
  1972          77              1381.12         1151.00         2532.12
  1972          78              1460.18         1231.14         2691.32
  1972          79              1542.26         1139.98         2682.24
  1972          80              1515.23         1110.93         2626.16
  1972          81              1422.16         1079.88         2502.04
  1972          82              1546.26          976.70         2522.96
  1972          83              1355.10          866.50         2221.60
  1972          84              1345.09          763.33         2108.42
  1972          85              1230.00          653.13         1883.13
  1972          86              1140.93          565.99         1706.92
  1972          87               985.80          487.84         1473.64
  1972          88               855.69          408.71         1264.40
  1972          89               722.58          337.59         1060.17
  1972          90               594.48          230.40          824.88
  1972          91               494.40          169.30          663.70
  1972          92               357.29          155.27          512.56
  1972          93               281.23           71.13          352.36
  1972          94               199.16           67.11          266.27
  1972          95               155.12           54.09          209.21
  1972          96               114.09           30.05          144.14
  1972          97                89.07           24.04          113.11
  1972          98                52.04           10.02           62.06
  1972          99                36.03            9.01           45.04
  1972         100                21.01            4.00           25.01
  1972         101                13.01            2.01           15.02
  1972         102                 3.00            0.00            3.00
  1972         103                 3.00            0.00            3.00
  1972         104                 2.01            1.00            3.01
  1972         105                 2.01            0.00            2.01
  1972         106                 0.00            0.00            0.00
  1972         107                 1.00            0.00            1.00
  1972         108                 0.00            0.00            0.00
  1972         109                 2.01            0.00            2.01
  1973          60               470.00          781.02         1251.02
  1973          61               509.00          779.02         1288.02
  1973          62               580.00          907.02         1487.02
  1973          63               622.00          977.02         1599.02
  1973          64               667.00          953.02         1620.02
  1973          65               708.00         1027.03         1735.03
  1973          66               789.00         1073.02         1862.02
  1973          67               825.00         1114.02         1939.02
  1973          68               880.00         1177.02         2057.02
  1973          69              1037.00         1283.02         2320.02
  1973          70              1071.00         1292.03         2363.03
  1973          71              1127.00         1248.03         2375.03
  1973          72              1281.00         1380.03         2661.03
  1973          73              1270.00         1267.03         2537.03
  1973          74              1355.00         1353.03         2708.03
  1973          75              1426.00         1321.02         2747.02
  1973          76              1477.00         1234.02         2711.02
  1973          77              1445.00         1281.03         2726.03
  1973          78              1593.00         1190.03         2783.03
  1973          79              1644.00         1241.03         2885.03
  1973          80              1693.00         1211.03         2904.03
  1973          81              1567.00         1099.02         2666.02
  1973          82              1585.00         1071.02         2656.02
  1973          83              1515.00          956.02         2471.02
  1973          84              1427.00          900.02         2327.02
  1973          85              1313.00          731.02         2044.02
  1973          86              1230.00          604.01         1834.01
  1973          87              1062.00          532.01         1594.01
  1973          88               935.00          410.01         1345.01
  1973          89               751.00          369.01         1120.01
  1973          90               612.00          238.00          850.00
  1973          91               504.00          190.00          694.00
  1973          92               377.00          138.00          515.00
  1973          93               278.00          104.00          382.00
  1973          94               238.00           72.00          310.00
  1973          95               155.00           59.00          214.00
  1973          96               116.00           40.00          156.00
  1973          97                77.00           18.00           95.00
  1973          98                72.00           19.00           91.00
  1973          99                37.00            6.00           43.00
  1973         100                29.00            3.00           32.00
  1973         101                 8.00            2.00           10.00
  1973         102                 8.00            2.00           10.00
  1973         103                 5.00            0.00            5.00
  1973         104                 0.00            1.00            1.00
  1973         105                 3.00            0.00            3.00
  1973         106                 2.00            0.00            2.00
  1973         107                 1.00            0.00            1.00
  1973         108                 0.00            0.00            0.00
  1973         109                 0.00            0.00            0.00
  1974          60               463.00          784.00         1247.00
  1974          61               528.00          859.00         1387.00
  1974          62               579.00          945.00         1524.00
  1974          63               664.00          989.00         1653.00
  1974          64               715.00         1048.00         1763.00
  1974          65               713.00         1112.00         1825.00
  1974          66               768.00         1127.00         1895.00
  1974          67               846.00         1177.00         2023.00
  1974          68               944.00         1223.00         2167.00
  1974          69              1009.00         1267.00         2276.00
  1974          70              1091.00         1403.00         2494.00
  1974          71              1159.00         1365.00         2524.00
  1974          72              1233.00         1335.00         2568.00
  1974          73              1417.00         1439.00         2856.00
  1974          74              1438.00         1422.00         2860.00
  1974          75              1592.00         1378.00         2970.00
  1974          76              1549.00         1405.00         2954.00
  1974          77              1457.00         1360.00         2817.00
  1974          78              1533.00         1235.00         2768.00
  1974          79              1564.00         1216.00         2780.00
  1974          80              1669.00         1221.00         2890.00
  1974          81              1678.00         1183.00         2861.00
  1974          82              1650.00         1096.00         2746.00
  1974          83              1576.00         1020.00         2596.00
  1974          84              1500.00          911.00         2411.00
  1974          85              1412.00          806.00         2218.00
  1974          86              1284.00          634.00         1918.00
  1974          87              1142.00          533.00         1675.00
  1974          88               992.00          413.00         1405.00
  1974          89               815.00          346.00         1161.00
  1974          90               690.00          254.00          944.00
  1974          91               480.00          209.00          689.00
  1974          92               424.00          150.00          574.00
  1974          93               331.00          119.00          450.00
  1974          94               248.00           77.00          325.00
  1974          95               169.00           56.00          225.00
  1974          96               135.00           50.00          185.00
  1974          97                97.00           20.00          117.00
  1974          98                57.00           15.00           72.00
  1974          99                44.00           10.00           54.00
  1974         100                26.00            1.00           27.00
  1974         101                15.00            2.00           17.00
  1974         102                10.00            3.00           13.00
  1974         103                 6.00            1.00            7.00
  1974         104                 4.00            0.00            4.00
  1974         105                 0.00            0.00            0.00
  1974         106                 0.00            0.00            0.00
  1974         107                 2.00            0.00            2.00
  1974         108                 0.00            0.00            0.00
  1974         109                 0.00            0.00            0.00
  1975          60               486.00          893.00         1379.00
  1975          61               483.00          898.00         1381.00
  1975          62               492.00         1044.00         1536.00
  1975          63               637.00         1059.00         1696.00
  1975          64               675.00         1097.00         1772.00
  1975          65               715.00         1185.00         1900.00
  1975          66               711.00         1171.00         1882.00
  1975          67               833.00         1208.00         2041.00
  1975          68               969.00         1270.00         2239.00
  1975          69              1091.00         1344.00         2435.00
  1975          70              1073.00         1347.00         2420.00
  1975          71              1155.00         1334.00         2489.00
  1975          72              1244.00         1424.00         2668.00
  1975          73              1271.00         1325.00         2596.00
  1975          74              1436.00         1402.00         2838.00
  1975          75              1451.00         1403.00         2854.00
  1975          76              1476.00         1396.00         2872.00
  1975          77              1491.00         1276.00         2767.00
  1975          78              1574.00         1244.00         2818.00
  1975          79              1560.00         1187.00         2747.00
  1975          80              1630.00         1188.00         2818.00
  1975          81              1496.00         1112.00         2608.00
  1975          82              1608.00         1041.00         2649.00
  1975          83              1509.00          939.00         2448.00
  1975          84              1443.00          892.00         2335.00
  1975          85              1346.00          706.00         2052.00
  1975          86              1263.00          659.00         1922.00
  1975          87              1119.00          555.00         1674.00
  1975          88               952.00          445.00         1397.00
  1975          89               764.00          348.00         1112.00
  1975          90               608.00          266.00          874.00
  1975          91               501.00          180.00          681.00
  1975          92               403.00          138.00          541.00
  1975          93               288.00          115.00          403.00
  1975          94               259.00           73.00          332.00
  1975          95               161.00           43.00          204.00
  1975          96               116.00           32.00          148.00
  1975          97                99.00           24.00          123.00
  1975          98                69.00           18.00           87.00
  1975          99                38.00            9.00           47.00
  1975         100                17.00            6.00           23.00
  1975         101                 9.00            1.00           10.00
  1975         102                 7.00            1.00            8.00
  1975         103                 6.00            1.00            7.00
  1975         104                 5.00            0.00            5.00
  1975         105                 1.00            0.00            1.00
  1975         106                 0.00            0.00            0.00
  1975         107                 0.00            0.00            0.00
  1975         108                 0.00            0.00            0.00
  1975         109                 0.00            0.00            0.00
  1976          60               462.00          844.00         1306.00
  1976          61               516.00          954.00         1470.00
  1976          62               559.00          975.00         1534.00
  1976          63               636.00         1062.00         1698.00
  1976          64               644.00         1132.00         1776.00
  1976          65               727.00         1287.00         2014.00
  1976          66               836.00         1214.00         2050.00
  1976          67               855.00         1272.00         2127.00
  1976          68               968.00         1377.00         2345.00
  1976          69              1033.00         1361.00         2394.00
  1976          70              1155.00         1498.00         2653.00
  1976          71              1149.00         1396.00         2545.00
  1976          72              1302.00         1552.00         2854.00
  1976          73              1452.00         1640.00         3092.00
  1976          74              1453.00         1551.00         3004.00
  1976          75              1619.00         1557.00         3176.00
  1976          76              1681.00         1448.00         3129.00
  1976          77              1564.00         1429.00         2993.00
  1976          78              1694.00         1403.00         3097.00
  1976          79              1751.00         1318.00         3069.00
  1976          80              1666.00         1174.00         2840.00
  1976          81              1667.00         1131.00         2798.00
  1976          82              1655.00         1117.00         2772.00
  1976          83              1591.00         1063.00         2654.00
  1976          84              1514.00          928.00         2442.00
  1976          85              1301.00          796.00         2097.00
  1976          86              1300.00          709.00         2009.00
  1976          87              1164.00          573.00         1737.00
  1976          88              1032.00          464.00         1496.00
  1976          89               920.00          396.00         1316.00
