Portugal, Exposure to risk (period 1x1), 	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1968          90              2141.58          756.60         2898.18
  1968          91              1621.93          539.71         2161.64
  1968          92              1197.17          367.55         1564.71
  1968          93               890.59          240.01         1130.60
  1968          94               636.64          146.07          782.71
  1968          95               422.03           87.57          509.60
  1968          96               280.82           54.13          334.94
  1968          97               179.32           32.14          211.46
  1968          98               101.13           18.95          120.08
  1968          99                57.54           11.43           68.96
  1968         100                39.60            5.14           44.74
  1968         101                24.23            2.47           26.71
  1968         102                12.34            1.47           13.81
  1968         103                 6.96            1.00            7.96
  1968         104                 5.01            0.47            5.49
  1968         105                 4.51            0.00            4.51
  1968         106                 3.47            0.00            3.47
  1968         107                 1.44            0.00            1.44
  1968         108                 0.52            0.27            0.79
  1968         109                 1.26            0.77            2.03
  1969          60             42231.89        36314.95        78546.84
  1969          61             44822.59        36832.17        81654.76
  1969          62             43610.92        34796.33        78407.25
  1969          63             44259.57        34404.63        78664.20
  1969          64             42966.96        32959.05        75926.01
  1969          65             39700.92        30124.71        69825.63
  1969          66             38194.60        28906.88        67101.48
  1969          67             34580.22        26571.11        61151.33
  1969          68             38605.11        27936.66        66541.76
  1969          69             34696.53        24391.10        59087.64
  1969          70             26766.26        19359.35        46125.62
  1969          71             27332.71        19121.91        46454.62
  1969          72             25455.84        17343.68        42799.51
  1969          73             25161.14        16705.53        41866.67
  1969          74             23231.73        15293.38        38525.11
  1969          75             20781.84        13543.08        34324.92
  1969          76             20444.23        13062.07        33506.30
  1969          77             17612.80        11078.34        28691.13
  1969          78             17611.19        10042.68        27653.87
  1969          79             16144.42         8953.82        25098.24
  1969          80             15737.62         8492.60        24230.22
  1969          81             13918.13         7198.05        21116.18
  1969          82             12147.47         5951.63        18099.11
  1969          83             10357.13         4840.58        15197.71
  1969          84              8696.92         3910.30        12607.22
  1969          85              7176.18         3082.37        10258.55
  1969          86              5845.41         2434.57         8279.98
  1969          87              4774.62         1901.89         6676.50
  1969          88              3832.13         1448.54         5280.67
  1969          89              2922.59         1071.78         3994.37
  1969          90              2182.39          758.65         2941.04
  1969          91              1651.80          545.44         2197.25
  1969          92              1217.19          388.85         1606.04
  1969          93               871.62          260.97         1132.59
  1969          94               638.55          165.70          804.25
  1969          95               443.49           94.43          537.92
  1969          96               288.88           55.21          344.09
  1969          97               189.89           34.67          224.56
  1969          98               117.11           19.94          137.05
  1969          99                62.43           11.20           73.63
  1969         100                34.78            5.61           40.39
  1969         101                22.91            2.96           25.87
  1969         102                14.11            1.45           15.55
  1969         103                 7.14            0.77            7.91
  1969         104                 4.23            0.47            4.70
  1969         105                 3.25            0.00            3.25
  1969         106                 3.53            0.00            3.53
  1969         107                 2.71            0.00            2.71
  1969         108                 0.72            0.00            0.72
  1969         109                 0.52            0.27            0.79
  1970          60             48434.54        40966.81        89401.35
  1970          61             41412.68        35268.51        76681.19
  1970          62             44068.90        35806.21        79875.11
  1970          63             42814.27        33752.16        76566.44
  1970          64             43520.70        33420.92        76941.62
  1970          65             42171.50        31954.60        74126.10
  1970          66             38690.76        28978.45        67669.21
  1970          67             37157.53        27761.37        64918.90
  1970          68             33467.44        25360.81        58828.25
  1970          69             37370.19        26635.28        64005.47
  1970          70             33494.14        23116.18        56610.31
  1970          71             25621.99        18134.80        43756.79
  1970          72             26011.21        17857.96        43869.17
  1970          73             24007.05        16039.72        40046.77
  1970          74             23670.91        15444.31        39115.21
  1970          75             21609.17        13989.38        35598.55
  1970          76             19130.40        12222.93        31353.33
  1970          77             18843.80        11811.58        30655.37
  1970          78             16007.89         9862.71        25870.60
  1970          79             15919.87         8827.04        24746.91
  1970          80             16040.55         8653.65        24694.20
  1970          81             14170.78         7369.59        21540.37
  1970          82             12398.46         6150.83        18549.30
  1970          83             10689.45         4995.68        15685.14
  1970          84              8968.99         4008.77        12977.76
  1970          85              7389.06         3184.82        10573.89
  1970          86              5997.45         2473.36         8470.81
  1970          87              4819.52         1913.68         6733.20
  1970          88              3861.10         1459.45         5320.54
  1970          89              3013.20         1086.22         4099.42
  1970          90              2250.97          784.17         3035.14
  1970          91              1672.45          548.71         2221.16
  1970          92              1244.87          391.30         1636.18
  1970          93               886.79          274.00         1160.79
  1970          94               622.41          178.65          801.06
  1970          95               441.87          108.80          550.67
  1970          96               300.49           59.56          360.06
  1970          97               191.36           34.54          225.89
  1970          98               120.65           21.96          142.60
  1970          99                74.12           11.72           85.84
  1970         100                38.69            5.65           44.34
  1970         101                20.05            3.50           23.55
  1970         102                12.50            2.42           14.92
  1970         103                 9.42            0.96           10.38
  1970         104                 4.89            0.24            5.14
  1970         105                 2.51            0.00            2.51
  1970         106                 2.00            0.00            2.00
  1970         107                 2.04            0.00            2.04
  1970         108                 1.72            0.00            1.72
  1970         109                 0.48            0.00            0.48
  1971          60             51531.89        43260.36        94792.25
  1971          61             47421.35        39903.36        87324.71
  1971          62             41226.64        34686.88        75913.51
  1971          63             43497.95        34989.43        78487.39
  1971          64             42203.30        32866.40        75069.70
  1971          65             42936.06        32648.61        75584.67
  1971          66             41199.78        30871.87        72071.66
  1971          67             37851.97        27979.40        65831.37
  1971          68             36374.30        26731.71        63106.00
  1971          69             32471.43        24190.04        56661.47
  1971          70             36491.29        25560.70        62051.99
  1971          71             31990.76        21724.31        53715.07
  1971          72             24822.15        17148.71        41970.86
  1971          73             24803.85        16650.08        41453.93
  1971          74             22815.21        14870.99        37686.19
  1971          75             22324.00        14275.59        36599.59
  1971          76             20095.22        12688.01        32783.23
  1971          77             17791.86        11061.90        28853.77
  1971          78             17414.56        10621.77        28036.33
  1971          79             14547.30         8697.89        23245.19
  1971          80             16260.50         8811.57        25072.07
  1971          81             14478.08         7540.34        22018.42
  1971          82             12655.88         6339.38        18995.26
  1971          83             10922.66         5197.28        16119.94
  1971          84              9275.36         4140.21        13415.57
  1971          85              7664.42         3263.47        10927.89
  1971          86              6205.40         2562.80         8768.20
  1971          87              4938.87         1958.56         6897.42
  1971          88              3879.83         1482.35         5362.18
  1971          89              3043.24         1099.18         4142.42
  1971          90              2346.56          803.01         3149.57
  1971          91              1727.76          576.77         2304.52
  1971          92              1255.96          389.10         1645.06
  1971          93               905.02          276.23         1181.25
  1971          94               629.59          194.44          824.03
  1971          95               434.39          118.21          552.60
  1971          96               302.50           70.72          373.21
  1971          97               197.08           38.64          235.71
  1971          98               120.97           21.55          142.52
  1971          99                78.17           13.74           91.91
  1971         100                45.96            6.87           52.83
  1971         101                22.31            2.96           25.27
  1971         102                 9.92            2.04           11.96
  1971         103                 7.57            1.22            8.79
  1971         104                 6.19            0.23            6.42
  1971         105                 2.93            0.00            2.93
  1971         106                 0.98            0.00            0.98
  1971         107                 0.77            0.00            0.77
  1971         108                 1.53            0.00            1.53
  1971         109                 1.22            0.00            1.22
  1972          60             46184.04        39621.84        85805.88
  1972          61             51046.63        42579.61        93626.24
  1972          62             46999.43        39238.37        86237.80
  1972          63             41205.12        34274.54        75479.65
  1972          64             43079.12        34327.53        77406.65
  1972          65             41720.76        32176.74        73897.50
  1972          66             42164.65        31752.22        73916.86
  1972          67             40347.95        29870.95        70218.90
  1972          68             37219.62        27071.25        64290.87
  1972          69             35667.99        25761.74        61429.74
  1972          70             31799.67        23247.03        55046.71
  1972          71             35293.55        24314.90        59608.44
  1972          72             30841.56        20544.95        51386.51
  1972          73             24120.86        16212.51        40333.37
  1972          74             23814.12        15570.54        39384.66
  1972          75             21732.35        13778.61        35510.96
  1972          76             21058.03        13106.77        34164.80
  1972          77             18877.22        11568.26        30445.48
  1972          78             16615.77         9960.24        26576.01
  1972          79             16099.01         9471.50        25570.51
  1972          80             16705.11         9022.34        25727.45
  1972          81             14721.14         7693.20        22414.34
  1972          82             12951.99         6496.49        19448.48
  1972          83             11170.32         5390.04        16560.35
  1972          84              9512.86         4344.75        13857.61
  1972          85              7938.80         3395.32        11334.12
  1972          86              6459.41         2636.70         9096.11
  1972          87              5121.01         2025.31         7146.31
  1972          88              3987.93         1507.42         5495.35
  1972          89              3068.23         1102.85         4171.08
  1972          90              2374.43          804.32         3178.75
  1972          91              1796.47          591.66         2388.12
  1972          92              1289.81          407.16         1696.97
  1972          93               919.65          273.60         1193.25
  1972          94               650.87          203.68          854.55
  1972          95               444.21          132.98          577.19
  1972          96               293.04           77.67          370.71
  1972          97               194.11           47.07          241.18
  1972          98               125.50           23.98          149.48
  1972          99                77.03           12.84           89.86
  1972         100                47.14            8.75           55.88
  1972         101                28.14            4.14           32.28
  1972         102                13.16            0.96           14.12
  1972         103                 5.19            0.77            5.96
  1972         104                 4.58            0.47            5.05
  1972         105                 4.20            0.00            4.20
  1972         106                 1.95            0.00            1.95
  1972         107                 0.48            0.00            0.48
  1972         108                 0.53            0.00            0.53
  1972         109                 0.76            0.00            0.76
  1973          60             46939.39        40487.93        87427.32
  1973          61             46140.05        39318.56        85458.62
  1973          62             50524.81        41875.39        92400.20
  1973          63             46533.44        38526.12        85059.56
  1973          64             41136.46        33842.93        74979.39
  1973          65             42620.31        33648.58        76268.89
  1973          66             41210.93        31461.76        72672.69
  1973          67             41359.03        30808.93        72167.97
  1973          68             39450.96        28815.51        68266.47
  1973          69             36521.49        26134.05        62655.54
  1973          70             34891.70        24757.33        59649.02
  1973          71             31082.74        22271.80        53354.54
  1973          72             34037.54        23036.49        57074.03
  1973          73             29624.38        19341.86        48966.24
  1973          74             23324.65        15275.16        38599.81
  1973          75             22730.64        14463.09        37193.73
  1973          76             20617.15        12723.91        33341.06
  1973          77             19785.46        11981.10        31766.56
  1973          78             17597.44        10437.31        28034.75
  1973          79             15360.85         8913.44        24274.29
  1973          80             17172.01         9274.45        26446.45
  1973          81             15161.35         7899.92        23061.26
  1973          82             13191.04         6635.89        19826.93
  1973          83             11441.16         5525.49        16966.65
  1973          84              9754.84         4516.96        14271.81
  1973          85              8178.71         3575.14        11753.86
  1973          86              6709.41         2754.55         9463.96
  1973          87              5356.79         2093.39         7450.18
  1973          88              4159.72         1565.15         5724.87
  1973          89              3170.12         1125.77         4295.89
  1973          90              2393.85          807.38         3201.24
  1973          91              1822.70          597.44         2420.14
  1973          92              1362.77          428.53         1791.29
  1973          93               966.06          290.14         1256.20
  1973          94               670.28          195.07          865.35
  1973          95               462.77          140.19          602.96
  1973          96               309.27           87.43          396.70
  1973          97               194.07           49.78          243.86
  1973          98               121.65           29.37          151.02
  1973          99                76.34           13.05           89.38
  1973         100                46.00            7.29           53.29
  1973         101                29.64            6.03           35.67
  1973         102                20.23            2.68           22.91
  1973         103                 8.47            0.50            8.97
  1973         104                 2.74            0.24            2.98
  1973         105                 2.79            0.00            2.79
  1973         106                 2.49            0.00            2.49
  1973         107                 0.95            0.00            0.95
  1973         108                 0.00            0.00            0.00
  1973         109                 0.00            0.00            0.00
  1974          60             46555.15        40356.94        86912.10
  1974          61             46826.48        40138.17        86964.65
  1974          62             46037.01        38941.40        84978.41
  1974          63             49931.84        41078.10        91009.94
  1974          64             45991.41        37754.74        83746.15
  1974          65             41004.40        33335.65        74340.05
  1974          66             42102.64        32867.39        74970.04
  1974          67             40636.56        30643.07        71279.63
  1974          68             40472.81        29754.41        70227.22
  1974          69             38440.53        27646.26        66086.79
  1974          70             35722.97        25080.12        60803.10
  1974          71             34034.32        23655.34        57689.67
  1974          72             30255.96        21201.22        51457.18
  1974          73             32648.10        21672.24        54320.34
  1974          74             28255.08        18049.75        46304.83
  1974          75             22358.11        14236.42        36594.53
  1974          76             21497.56        13303.09        34800.65
  1974          77             19417.53        11575.60        30993.13
  1974          78             18412.27        10776.69        29188.97
  1974          79             16207.12         9300.33        25507.45
  1974          80             16969.18         9183.71        26152.89
  1974          81             15513.00         8090.84        23603.84
  1974          82             13550.64         6791.28        20341.92
  1974          83             11609.81         5599.95        17209.76
  1974          84              9928.40         4576.33        14504.73
  1974          85              8334.48         3676.06        12010.53
  1974          86              6869.35         2877.66         9747.01
  1974          87              5530.09         2177.42         7707.51
  1974          88              4327.33         1625.26         5952.58
  1974          89              3285.60         1180.65         4466.24
  1974          90              2449.28          822.52         3271.81
  1974          91              1822.44          584.82         2407.27
  1974          92              1376.54          425.88         1802.42
  1974          93              1010.27          300.90         1311.16
  1974          94               692.36          197.26          889.62
  1974          95               466.71          128.66          595.36
  1974          96               319.32           89.10          408.42
  1974          97               203.31           55.73          259.04
  1974          98               118.50           31.81          150.30
  1974          99                69.28           16.96           86.24
  1974         100                42.04            8.07           50.11
  1974         101                26.82            5.28           32.10
  1974         102                19.48            3.78           23.26
  1974         103                13.06            1.25           14.31
  1974         104                 4.81            0.00            4.81
  1974         105                 1.00            0.00            1.00
  1974         106                 1.53            0.00            1.53
  1974         107                 1.23            0.00            1.23
  1974         108                 0.24            0.00            0.24
  1974         109                 0.00            0.00            0.00
  1975          60             47629.45        41230.64        88860.09
  1975          61             46541.38        40010.09        86551.47
  1975          62             46685.51        39653.92        86339.42
  1975          63             45888.18        38424.10        84312.28
  1975          64             49275.74        40184.53        89460.26
  1975          65             45414.31        36869.07        82283.38
  1975          66             40844.31        32713.71        73558.02
  1975          67             41539.83        31999.73        73539.56
  1975          68             39971.01        29727.17        69698.17
  1975          69             39455.75        28595.60        68051.36
  1975          70             37332.56        26376.43        63708.99
  1975          71             34854.14        23971.81        58825.95
  1975          72             33089.69        22516.53        55606.22
  1975          73             29337.46        20081.18        49418.64
  1975          74             31166.75        20265.82        51432.57
  1975          75             26779.61        16728.28        43507.89
  1975          76             21323.03        13168.20        34491.24
  1975          77             20281.31        12117.73        32399.04
  1975          78             18185.97        10468.08        28654.05
  1975          79             16986.02         9618.27        26604.29
  1975          80             16802.71         9025.24        25827.95
  1975          81             15347.37         8005.93        23353.30
  1975          82             13899.22         6978.23        20877.45
  1975          83             11972.27         5770.07        17742.35
  1975          84             10102.37         4659.39        14761.76
  1975          85              8490.28         3741.83        12232.11
  1975          86              7004.81         2974.42         9979.24
  1975          87              5666.53         2278.89         7945.42
  1975          88              4478.41         1689.41         6167.82
  1975          89              3448.49         1240.36         4688.85
  1975          90              2562.15          875.53         3437.68
  1975          91              1879.21          595.38         2474.59
  1975          92              1370.23          415.65         1785.87
  1975          93              1014.83          295.42         1310.24
  1975          94               728.64          204.97          933.61
  1975          95               481.84          134.61          616.45
  1975          96               321.59           83.41          405.00
  1975          97               207.67           57.75          265.42
  1975          98               122.98           36.56          159.54
  1975          99                66.60           18.88           85.48
  1975         100                37.78           10.49           48.27
  1975         101                25.40            5.65           31.05
  1975         102                16.59            3.49           20.08
  1975         103                12.26            2.29           14.56
  1975         104                 7.84            0.78            8.62
  1975         105                 2.39            0.00            2.39
  1975         106                 0.77            0.00            0.77
  1975         107                 1.00            0.00            1.00
  1975         108                 0.74            0.00            0.74
  1975         109                 0.24            0.00            0.24
  1976          60             46641.51        40395.58        87037.09
  1976          61             47431.91        40685.79        88117.70
  1976          62             46505.35        39555.94        86061.29
  1976          63             46485.29        39072.13        85557.42
  1976          64             45683.20        37827.18        83510.38
  1976          65             48604.35        39163.99        87768.34
  1976          66             44794.11        35883.01        80677.12
  1976          67             40603.90        32026.08        72629.98
  1976          68             40860.92        31021.59        71882.51
  1976          69             39188.60        28692.91        67881.51
  1976          70             38356.21        27327.30        65683.51
  1976          71             36157.53        25050.09        61207.62
  1976          72             33893.34        22801.07        56694.40
  1976          73             32024.56        21254.73        53279.29
  1976          74             28307.94        18862.72        47170.66
  1976          75             29587.98        18779.09        48367.07
  1976          76             25223.77        15355.28        40579.06
  1976          77             20252.45        12108.11        32360.55
  1976          78             18979.19        10954.20        29933.39
  1976          79             16823.66         9351.30        26174.96
  1976          80             17208.37         9199.39        26407.76
  1976          81             15197.88         7881.00        23078.88
  1976          82             13739.63         6904.72        20644.36
  1976          83             12300.85         5933.21        18234.06
  1976          84             10465.97         4817.46        15283.43
  1976          85              8696.88         3825.23        12522.11
  1976          86              7181.30         3022.83        10204.13
  1976          87              5790.59         2350.05         8140.64
  1976          88              4599.93         1766.94         6366.87
  1976          89              3561.18         1275.09         4836.28
  1976          90              2686.59          920.59         3607.19
  1976          91              1958.83          640.82         2599.65
  1976          92              1415.62          421.12         1836.73
  1976          93              1013.58          287.06         1300.64
  1976          94               723.21          205.03          928.23
  1976          95               501.29          141.41          642.69
  1976          96               325.32           89.39          414.71
  1976          97               204.88           55.12          260.00
  1976          98               122.17           37.24          159.40
  1976          99                68.17           20.96           89.13
  1976         100                37.02           11.07           48.09
  1976         101                23.96            6.60           30.55
  1976         102                15.95            3.72           19.67
  1976         103                 8.66            2.53           11.18
  1976         104                 6.32            2.05            8.36
  1976         105                 4.15            0.78            4.93
  1976         106                 1.21            0.00            1.21
  1976         107                 0.77            0.00            0.77
  1976         108                 1.00            0.00            1.00
  1976         109                 0.74            0.00            0.74
  1977          60             45288.84        38805.83        84094.67
  1977          61             46534.02        39957.27        86491.28
  1977          62             47202.91        40121.71        87324.63
  1977          63             46408.65        39068.69        85477.34
  1977          64             46241.16        38451.47        84692.63
  1977          65             45454.67        37175.03        82629.70
  1977          66             47869.41        38117.16        85986.57
  1977          67             44088.91        34867.36        78956.27
  1977          68             40276.68        31243.26        71519.94
  1977          69             40127.37        29961.14        70088.51
  1977          70             38364.33        27584.31        65948.65
  1977          71             37196.27        26011.26        63207.53
  1977          72             34912.98        23671.20        58584.18
  1977          73             32809.22        21529.39        54338.61
  1977          74             30826.44        19945.69        50772.13
  1977          75             27188.94        17622.14        44811.08
  1977          76             27936.63        17280.53        45217.15
  1977          77             23657.28        13980.88        37638.16
  1977          78             19149.18        11028.79        30177.96
  1977          79             17598.27         9791.92        27390.20
  1977          80             17814.10         9576.07        27390.17
  1977          81             15601.88         8061.23        23663.11
  1977          82             13605.39         6793.59        20398.98
  1977          83             12166.07         5848.97        18015.04
  1977          84             10773.46         4950.13        15723.59
  1977          85              9069.55         3957.53        13027.08
  1977          86              7413.43         3091.55        10504.98
  1977          87              5970.37         2389.41         8359.78
  1977          88              4727.66         1830.31         6557.97
  1977          89              3677.56         1351.25         5028.81
  1977          90              2775.63          948.84         3724.48
  1977          91              2058.41          670.40         2728.80
  1977          92              1487.60          449.32         1936.92
  1977          93              1056.57          287.85         1344.42
  1977          94               723.74          196.19          919.93
  1977          95               495.01          135.85          630.86
  1977          96               336.24           91.36          427.60
  1977          97               210.55           58.63          269.18
  1977          98               124.34           34.66          159.00
  1977          99                68.57           21.80           90.37
  1977         100                35.29           12.18           47.47
  1977         101                19.29            6.66           25.95
  1977         102                11.77            4.11           15.88
  1977         103                 6.02            2.52            8.54
  1977         104                 3.01            2.04            5.04
  1977         105                 3.03            1.31            4.34
  1977         106                 2.22            0.33            2.54
  1977         107                 0.97            0.00            0.97
  1977         108                 0.51            0.00            0.51
  1977         109                 0.77            0.00            0.77
  1978          60             45016.25        38845.29        83861.54
  1978          61             45280.95        38569.00        83849.95
  1978          62             46393.64        39526.29        85919.93
  1978          63             46944.98        39530.59        86475.57
  1978          64             46284.38        38577.26        84861.64
  1978          65             45951.18        37830.97        83782.14
  1978          66             45160.47        36487.70        81648.17
  1978          67             47071.18        37028.93        84100.11
  1978          68             43352.10        33802.88        77154.98
  1978          69             39928.33        30447.34        70375.67
  1978          70             39325.07        28912.73        68237.81
  1978          71             37449.97        26499.64        63949.61
  1978          72             35973.87        24704.46        60678.32
  1978          73             33586.51        22278.09        55864.60
  1978          74             31645.95        20306.49        51952.44
  1978          75             29582.53        18700.70        48283.23
  1978          76             26043.49        16414.01        42457.50
  1978          77             26285.06        15805.84        42090.89
  1978          78             22052.95        12628.03        34680.97
  1978          79             18002.56         9995.02        27997.57
  1978          80             18715.88        10044.44        28760.32
  1978          81             16226.97         8420.20        24647.17
  1978          82             14036.60         6980.43        21017.03
  1978          83             12069.84         5784.71        17854.55
  1978          84             10662.24         4917.13        15579.37
  1978          85              9345.76         4095.77        13441.54
  1978          86              7748.27         3224.55        10972.82
  1978          87              6167.62         2469.38         8637.00
  1978          88              4887.35         1873.76         6761.11
  1978          89              3810.72         1419.99         5230.71
  1978          90              2888.71         1024.05         3912.76
  1978          91              2136.22          689.66         2825.88
  1978          92              1561.40          473.89         2035.29
  1978          93              1107.20          309.12         1416.32
  1978          94               769.38          196.49          965.87
  1978          95               504.32          133.08          637.40
  1978          96               340.16           92.76          432.91
  1978          97               229.05           60.70          289.75
  1978          98               132.71           39.03          171.74
  1978          99                67.04           23.70           90.74
  1978         100                33.40           14.95           48.35
  1978         101                17.20            9.26           26.46
  1978         102                 9.09            5.37           14.46
  1978         103                 4.97            3.13            8.11
  1978         104                 2.60            2.01            4.60
  1978         105                 1.73            1.25            2.98
  1978         106                 1.78            0.82            2.60
  1978         107                 1.23            0.33            1.55
  1978         108                 0.24            0.00            0.24
  1978         109                 0.27            0.00            0.27
  1979          60             42589.74        37064.20        79653.95
  1979          61             44840.59        38498.10        83338.68
  1979          62             45239.28        38297.51        83536.79
  1979          63             46235.47        39058.30        85293.76
  1979          64             46673.12        38945.18        85618.31
  1979          65             46127.42        38071.99        84199.41
  1979          66             45627.88        37151.55        82779.43
  1979          67             44811.73        35779.37        80591.10
  1979          68             46230.94        35925.03        82155.97
  1979          69             42577.98        32727.24        75305.22
  1979          70             39481.86        29657.57        69139.43
  1979          71             38425.72        27858.05        66283.77
  1979          72             36486.25        25384.20        61870.44
  1979          73             34682.71        23359.08        58041.79
  1979          74             32176.19        20898.51        53074.70
  1979          75             30405.61        19113.51        49519.11
  1979          76             28277.21        17442.22        45719.43
  1979          77             24836.57        15195.39        40031.96
  1979          78             24567.83        14356.41        38924.25
  1979          79             20405.04        11343.10        31748.14
  1979          80             19200.44        10278.90        29479.34
  1979          81             17076.66         8857.27        25933.92
  1979          82             14639.88         7326.10        21965.98
  1979          83             12486.68         5989.10        18475.78
  1979          84             10587.13         4909.77        15496.90
  1979          85              9230.39         4102.67        13333.06
  1979          86              7979.54         3353.97        11333.51
  1979          87              6504.71         2606.12         9110.83
  1979          88              5086.30         1967.01         7053.31
  1979          89              3925.22         1450.38         5375.60
  1979          90              2983.62         1074.28         4057.91
  1979          91              2244.23          761.87         3006.10
  1979          92              1626.71          489.77         2116.48
  1979          93              1157.08          334.99         1492.07
  1979          94               794.46          217.78         1012.24
  1979          95               542.42          133.27          675.69
  1979          96               348.77           90.29          439.05
  1979          97               230.53           62.45          292.97
  1979          98               148.19           42.34          190.53
  1979          99                73.93           29.37          103.30
  1979         100                35.19           18.95           54.14
  1979         101                18.59           13.55           32.14
  1979         102                10.10            8.73           18.83
  1979         103                 5.11            4.90           10.02
  1979         104                 2.55            3.13            5.68
  1979         105                 1.35            2.01            3.35
  1979         106                 0.51            1.25            1.76
  1979         107                 0.51            0.82            1.33
  1979         108                 0.25            0.33            0.57
  1979         109                 0.00            0.00            0.00
  1980          60             50267.55        43700.72        93968.27
  1980          61             42703.03        36950.64        79653.67
  1980          62             44630.88        38074.55        82705.44
  1980          63             45169.94        37972.45        83142.38
  1980          64             46053.34        38551.07        84604.41
  1980          65             46386.79        38298.95        84685.74
  1980          66             45936.65        37523.30        83459.95
  1980          67             45226.42        36432.20        81658.61
  1980          68             44405.52        35041.65        79447.17
  1980          69             45350.08        34788.31        80138.39
  1980          70             41683.12        31564.23        73247.35
  1980          71             38978.92        28814.40        67793.32
  1980          72             37504.77        26730.01        64234.78
  1980          73             35449.61        24257.76        59707.37
  1980          74             33313.46        22043.12        55356.59
  1980          75             30700.09        19539.48        50239.56
  1980          76             29144.55        17929.96        47074.51
  1980          77             26926.03        16166.68        43092.71
  1980          78             23555.82        14025.67        37581.49
  1980          79             22810.84        12968.73        35779.57
  1980          80             20003.48        10898.26        30901.73
  1980          81             17561.74         9102.32        26664.06
  1980          82             15474.03         7730.54        23204.57
  1980          83             13078.98         6325.98        19404.97
  1980          84             11024.51         5090.18        16114.69
  1980          85              9235.35         4133.08        13368.43
  1980          86              7933.60         3402.26        11335.86
  1980          87              6770.05         2709.44         9479.49
  1980          88              5426.90         2084.44         7511.34
  1980          89              4118.96         1538.70         5657.66
  1980          90              3120.95         1105.18         4226.12
  1980          91              2363.32          816.06         3179.37
  1980          92              1723.78          551.58         2275.37
  1980          93              1227.83          349.04         1576.87
  1980          94               834.00          233.31         1067.31
  1980          95               572.94          145.97          718.91
  1980          96               381.84           86.63          468.47
  1980          97               231.75           56.77          288.51
  1980          98               156.60           41.48          198.09
  1980          99                93.28           27.89          121.18
  1980         100                47.51           16.20           63.71
  1980         101                26.70           10.67           37.37
  1980         102                14.27            7.25           21.52
  1980         103                 7.39            4.05           11.44
  1980         104                 3.63            2.25            5.87
  1980         105                 1.51            1.30            2.81
  1980         106                 0.35            0.80            1.15
